Time,Temperature,Pressure,Sea.pressure,Depth
2018-09-08 12:37:07.000,18.33865291,10.04223779,-0.090263206,-0.089708584
2018-09-08 12:37:07.500,18.33730381,10.04124613,-0.091254872,-0.090694156
2018-09-08 12:37:08.000,18.3359129,10.04232038,-0.090180624,-0.089626509
2018-09-08 12:37:08.500,18.33448018,10.04116439,-0.091336614,-0.090775396
2018-09-08 12:37:09.000,18.33285403,10.04207385,-0.090427149,-0.089871519
2018-09-08 12:37:09.500,18.33142137,10.04001,-0.092491002,-0.09192269
2018-09-08 12:37:10.000,18.32987894,10.04182704,-0.09067396,-0.090116813
2018-09-08 12:37:10.500,18.32832085,10.04075395,-0.09174705,-0.09118331
2018-09-08 12:37:11.000,18.32668959,10.04240572,-0.090095283,-0.089541693
2018-09-08 12:37:11.500,18.32514725,10.04356302,-0.088937978,-0.088391498
2018-09-08 12:37:12.000,18.3236363,10.04348014,-0.089020861,-0.088473872
2018-09-08 12:37:12.500,18.3221463,10.04397658,-0.088524417,-0.087980479
2018-09-08 12:37:13.000,18.32066155,10.04083742,-0.09166358,-0.091100353
2018-09-08 12:37:13.500,18.31917683,10.04232413,-0.090176866,-0.089622774
2018-09-08 12:37:14.000,18.31756667,10.04083755,-0.091663453,-0.091100227
2018-09-08 12:37:14.500,18.31612383,10.04298553,-0.089515465,-0.088965437
2018-09-08 12:37:15.000,18.31476988,10.04141765,-0.09108335,-0.090523688
2018-09-08 12:37:15.500,18.31309185,10.04174791,-0.090753085,-0.090195453
2018-09-08 12:37:16.000,18.31166477,10.04092125,-0.091579746,-0.091017034
2018-09-08 12:37:16.500,18.31043635,10.04199641,-0.090504594,-0.089948488
2018-09-08 12:37:17.000,18.3087375,10.04158304,-0.090917964,-0.090359318
2018-09-08 12:37:17.500,18.3075039,10.04158356,-0.090917441,-0.090358798
2018-09-08 12:37:18.000,18.30596193,10.04265792,-0.089843082,-0.08929104
2018-09-08 12:37:18.500,18.30464997,10.04141962,-0.091081384,-0.090521734
2018-09-08 12:37:19.000,18.30342688,10.04084129,-0.091659711,-0.091096508
2018-09-08 12:37:19.500,18.30193202,10.04150215,-0.090998849,-0.090439706
2018-09-08 12:37:20.000,18.30043197,10.04340285,-0.089098147,-0.088550683
2018-09-08 12:37:20.500,18.29910964,10.03960264,-0.092898363,-0.092327548
2018-09-08 12:37:21.000,18.29769849,10.04175085,-0.090750152,-0.090192537
2018-09-08 12:37:21.500,18.29614625,10.04075964,-0.091741358,-0.091177653
2018-09-08 12:37:22.000,18.294824,10.04199934,-0.09050166,-0.089945573
2018-09-08 12:37:22.500,18.29348609,10.04199991,-0.09050109,-0.089945005
